s,x,y,z
0,0,0,0
0.00408163265306,0,0,0.00408163265306
0.00816326530612,0,0,0.00816326530612
0.0122448979592,0,0,0.0122448979592
0.0163265306122,0,0,0.0163265306122
0.0204081632653,0,0,0.0204081632653
0.0244897959184,0,0,0.0244897959184
0.0285714285714,0,0,0.0285714285714
0.0326530612245,0,0,0.0326530612245
0.0367346938776,0,0,0.0367346938776
0.0408163265306,0,0,0.0408163265306
0.0448979591837,0,0,0.0448979591837
0.0489795918367,0,0,0.0489795918367
0.0530612244898,0,0,0.0530612244898
0.0571428571429,0,0,0.0571428571429
0.0612244897959,0,0,0.0612244897959
0.065306122449,0,0,0.065306122449
0.069387755102,0,0,0.069387755102
0.0734693877551,0,0,0.0734693877551
0.0775510204082,0,0,0.0775510204082
0.0816326530612,0,0,0.0816326530612
0.0857142857143,0,0,0.0857142857143
0.0897959183673,0,0,0.0897959183673
0.0938775510204,0,0,0.0938775510204
0.0979591836735,0,0,0.0979591836735
0.102040816327,0,0,0.102040816327
0.10612244898,0,0,0.10612244898
0.110204081633,0,0,0.110204081633
0.114285714286,0,0,0.114285714286
0.118367346939,0,0,0.118367346939
0.122448979592,0,0,0.122448979592
0.126530612245,0,0,0.126530612245
0.130612244898,0,0,0.130612244898
0.134693877551,0,0,0.134693877551
0.138775510204,0,0,0.138775510204
0.142857142857,0,0,0.142857142857
0.14693877551,0,0,0.14693877551
0.151020408163,0,0,0.151020408163
0.155102040816,0,0,0.155102040816
0.159183673469,0,0,0.159183673469
0.163265306122,0,0,0.163265306122
0.167346938776,0,0,0.167346938776
0.171428571429,0,0,0.171428571429
0.175510204082,0,0,0.175510204082
0.179591836735,0,0,0.179591836735
0.183673469388,0,0,0.183673469388
0.187755102041,0,0,0.187755102041
0.191836734694,0,0,0.191836734694
0.195918367347,0,0,0.195918367347
0.2,0,0,0.2
0.2,0,0,0.2
0.204081632653,0,0,0.204081632653
0.208163265306,0,0,0.208163265306
0.212244897959,0,0,0.212244897959
0.216326530612,0,0,0.216326530612
0.220408163265,0,0,0.220408163265
0.224489795918,0,0,0.224489795918
0.228571428571,0,0,0.228571428571
0.232653061224,0,0,0.232653061224
0.236734693878,0,0,0.236734693878
0.240816326531,0,0,0.240816326531
0.244897959184,0,0,0.244897959184
0.248979591837,0,0,0.248979591837
0.25306122449,0,0,0.25306122449
0.257142857143,0,0,0.257142857143
0.261224489796,0,0,0.261224489796
0.265306122449,0,0,0.265306122449
0.269387755102,0,0,0.269387755102
0.273469387755,0,0,0.273469387755
0.277551020408,0,0,0.277551020408
0.281632653061,0,0,0.281632653061
0.285714285714,0,0,0.285714285714
0.289795918367,0,0,0.289795918367
0.29387755102,0,0,0.29387755102
0.297959183673,0,0,0.297959183673
0.302040816327,0,0,0.302040816327
0.30612244898,0,0,0.30612244898
0.310204081633,0,0,0.310204081633
0.314285714286,0,0,0.314285714286
0.318367346939,0,0,0.318367346939
0.322448979592,0,0,0.322448979592
0.326530612245,0,0,0.326530612245
0.330612244898,0,0,0.330612244898
0.334693877551,0,0,0.334693877551
0.338775510204,0,0,0.338775510204
0.342857142857,0,0,0.342857142857
0.34693877551,0,0,0.34693877551
0.351020408163,0,0,0.351020408163
0.355102040816,0,0,0.355102040816
0.359183673469,0,0,0.359183673469
0.363265306122,0,0,0.363265306122
0.367346938776,0,0,0.367346938776
0.371428571429,0,0,0.371428571429
0.375510204082,0,0,0.375510204082
0.379591836735,0,0,0.379591836735
0.383673469388,0,0,0.383673469388
0.387755102041,0,0,0.387755102041
0.391836734694,0,0,0.391836734694
0.395918367347,0,0,0.395918367347
0.4,0,0,0.4
